Identifier,Female,Age,Gradespassed15,ReadUrdu16,Financialconditionoverlastyear22,Collectivehouseholdincome112,Ownahouse122,Ownaland123,ClientofnonIslamicinstitution32,RecitingQuran33,Attendingreligiousgatherings34,Consultingreligiouscholar310,ListTreatment,Listexperiment
ID1087,1,31,0,0,3,3,1,1,0,4,4,1,0,"2"
ID1088,1,32,0,0,4,3,1,1,0,3,4,3,0,"2"
ID1090,1,34,2,1,3,3,1,0,0,2,3,2,0,"2"
ID1091,1,45,0,0,4,3,1,1,0,1,4,3,0,"2"
ID1095,1,32,0,0,3,3,1,1,0,3,2,3,1,"1"
ID1096,1,54,0,0,3,3,1,1,0,4,2,1,1,"2"
ID1097,1,30,0,0,4,3,1,1,0,4,1,2,1,"2"
ID1098,1,37,10,2,3,3,1,1,0,3,4,2,1,"2"
ID1099,1,42,0,0,4,3,1,1,0,3,2,1,1,"2"
ID1100,1,40,0,0,3,3,1,1,0,0,3,1,1,"2"
ID1101,1,33,5,2,2,3,1,1,0,3,2,0,1,"2"
ID1104,1,57,0,0,2,3,1,1,0,4,2,0,1,"2"
ID1105,1,48,0,0,3,4,1,1,0,2,4,2,1,"3"
ID1107,1,40,4,1,4,3,1,1,0,2,3,3,1,"2"
ID1108,1,57,8,2,3,3,1,1,0,1,4,3,0,"1"
ID1109,1,42,0,0,4,4,1,1,0,2,2,2,0,"2"
ID1110,1,29,14,2,2,3,1,1,0,2,1,0,0,"2"
ID1111,1,35,0,0,3,3,1,1,0,4,1,0,0,"2"
ID1112,1,36,0,0,4,3,1,1,0,2,1,3,0,"2"
ID1113,1,43,0,0,4,4,1,1,0,4,4,1,0,"2"
ID1114,1,45,10,2,2,3,1,0,0,2,1,3,0,"2"
ID1116,1,47,5,1,4,3,1,1,0,4,1,2,0,"2"
ID1120,1,38,0,0,2,3,1,1,0,2,1,2,0,"2"
ID1123,1,48,0,0,3,2,1,1,0,4,3,1,1,"2"
ID1124,1,32,2,1,4,3,1,1,0,1,1,0,1,"2"
ID1125,1,35,0,0,3,3,1,1,0,3,1,1,1,"2"
ID1126,1,44,0,0,3,3,1,1,0,2,3,2,1,"3"
ID1127,1,37,6,2,4,3,1,1,0,1,3,3,1,"1"
ID1128,1,46,0,0,2,99,1,1,0,2,3,1,1,"2"
ID1129,1,31,0,0,2,3,1,0,0,2,4,1,1,"2"
ID1130,1,38,0,0,4,3,1,1,0,1,4,2,1,"2"
ID1131,1,49,0,0,2,3,1,1,0,3,4,3,1,"2"
ID1132,1,57,0,0,4,3,1,1,0,1,2,1,1,"2"
ID1133,1,52,0,0,4,3,1,1,0,3,3,1,1,"2"
ID1136,1,51,14,2,4,3,1,1,0,0,2,1,1,"2"
ID1137,1,48,2,1,4,3,0,0,0,2,4,2,0,"2"
ID1138,1,40,8,2,2,3,1,1,0,2,2,2,0,"2"
ID1140,1,31,8,2,2,3,1,0,0,3,3,1,0,"2"
ID1141,1,32,0,0,3,3,1,1,0,3,4,2,0,"2"
ID1142,1,47,0,0,3,3,1,1,0,4,2,2,0,"2"
ID1143,1,40,0,0,2,99,1,1,0,2,2,2,0,"2"
ID1145,1,57,0,0,2,3,1,1,0,0,3,3,0,"2"
ID1146,1,33,8,2,2,3,1,1,0,4,2,2,0,"1"
ID1147,1,50,0,0,3,99,1,1,0,4,4,2,0,"2"
ID1148,1,52,0,0,3,3,1,1,0,2,3,2,0,"2"
ID1149,1,35,0,0,4,3,1,1,0,4,1,0,0,"2"
ID1150,1,42,0,0,2,3,1,1,0,1,4,1,0,"2"
ID1154,1,37,5,2,3,3,1,1,0,4,4,1,1,"2"
ID1155,1,37,0,0,3,3,1,0,0,2,2,2,1,"2"
ID1156,1,31,0,0,2,3,1,1,0,1,1,1,1,"2"
ID1157,1,28,0,0,3,3,1,1,0,3,2,3,1,"2"
ID1159,1,32,0,0,4,3,1,1,0,2,1,3,1,"2"
ID1160,1,30,0,0,4,3,1,1,0,2,4,1,1,"2"
ID1161,1,35,0,0,3,3,1,1,0,4,1,1,1,"2"
ID1162,1,47,0,0,2,3,1,1,0,0,3,2,1,"2"
ID1163,1,44,8,2,4,4,1,1,0,1,1,1,1,"2"
ID1164,1,47,3,1,4,3,1,1,0,2,3,3,1,"2"
ID1165,1,25,0,0,2,3,1,1,0,1,2,1,1,"2"
ID1166,1,33,0,0,4,3,1,1,0,2,4,2,1,"2"
ID1168,1,47,0,0,3,2,1,1,0,4,1,0,0,"2"
ID1169,1,19,0,0,4,99,1,1,0,2,3,2,0,"2"
ID1170,1,28,0,0,2,3,1,1,0,2,2,1,0,"2"
ID1171,1,30,0,0,2,4,1,1,0,4,3,1,0,"2"
ID1172,1,34,12,2,2,3,0,0,0,1,1,1,0,"2"
ID1173,1,45,0,0,3,3,1,1,0,2,2,2,0,"2"
ID1174,1,53,0,0,4,3,1,1,0,4,1,2,0,"1"
ID1176,1,39,0,0,4,3,1,0,0,4,2,3,0,"2"
ID1177,1,47,0,0,4,2,1,1,0,2,4,1,0,"2"
ID1178,1,42,0,0,4,3,1,0,0,2,2,1,0,"2"
ID1179,1,33,0,0,4,3,1,1,0,1,1,1,0,"2"
ID1181,1,39,10,2,3,3,1,1,0,0,2,2,1,"3"
ID1185,0,46,0,0,4,3,1,1,0,0,1,2,1,"3"
ID1189,1,32,0,0,4,4,0,1,0,0,3,2,1,"2"
ID1191,0,35,14,2,4,4,0,1,0,3,4,2,0,"2"
ID1194,0,47,11,2,3,3,1,1,0,4,3,2,1,"3"
ID1199,1,51,12,2,3,4,1,1,1,3,2,2,0,"2"
ID1200,1,42,9,2,3,3,1,1,0,3,4,2,0,"2"
ID1201,1,46,10,2,4,4,1,1,0,3,4,2,1,"3"
ID1202,0,39,6,2,4,4,0,1,0,4,4,2,0,"2"
ID1205,1,47,11,2,4,4,1,1,0,0,1,2,1,"3"
ID1207,1,32,7,2,2,3,1,1,0,2,4,2,0,"1"
ID1209,1,31,14,2,2,4,0,1,1,2,1,2,1,"1"
ID1210,1,52,14,2,4,4,1,1,0,0,3,2,0,"2"
ID1212,1,58,14,2,2,4,0,1,0,3,2,2,0,"2"
ID1213,1,29,12,2,3,4,0,1,1,1,2,2,0,"2"
ID1216,1,58,8,2,3,3,1,1,0,0,4,2,1,"3"
ID1217,1,37,8,2,2,4,0,1,1,2,2,2,0,"2"
ID1218,0,31,2,1,3,3,1,0,0,2,3,2,0,"2"
ID1222,1,29,6,2,3,3,0,1,0,1,4,2,1,"3"
ID1223,1,31,3,1,3,3,1,0,0,0,4,2,0,"1"
ID1224,0,35,10,2,3,3,1,1,0,4,3,2,0,"1"
ID1225,1,41,9,2,3,4,0,1,1,2,2,2,1,"4"
ID1226,1,45,13,2,4,4,1,1,0,2,3,2,0,"1"
ID1227,1,54,5,2,3,4,0,1,0,4,3,2,0,"1"
ID1228,0,31,14,2,4,4,0,1,0,1,1,2,1,"3"
ID1229,1,47,4,1,4,4,0,1,0,2,3,2,1,"2"
ID1236,1,36,3,1,4,4,1,0,0,0,4,2,1,"3"
ID1237,0,30,4,1,4,4,1,1,0,0,3,2,1,"3"
ID1238,0,44,5,2,4,3,0,1,0,2,1,2,0,"1"
ID1239,1,31,12,2,3,4,0,1,0,3,2,2,1,"3"
ID1240,1,37,8,2,3,4,1,1,0,1,3,2,1,"5"
ID1241,1,36,0,0,3,4,0,0,0,0,4,2,0,"2"
ID1242,1,34,11,2,4,4,1,1,0,0,3,2,0,"2"
ID1245,0,31,8,2,4,3,0,1,0,4,3,2,0,"1"
ID1246,1,44,6,2,4,4,1,1,0,2,4,2,0,"2"
ID1248,1,47,14,2,3,4,1,1,0,3,2,2,0,"2"
ID1249,0,28,13,2,4,3,1,1,1,1,1,2,0,"2"
ID1253,1,31,3,1,4,3,1,0,0,1,4,2,1,"3"
ID1254,1,47,1,0,4,3,1,0,0,4,4,2,1,"3"
ID1255,1,40,6,2,2,4,0,1,0,3,2,2,1,"3"
ID1256,1,28,12,2,3,4,1,1,1,0,4,2,1,"4"
ID1257,1,33,6,2,3,3,0,1,1,2,2,2,0,"2"
ID1258,1,26,7,2,3,4,1,1,0,0,2,2,0,"2"
ID1262,1,35,9,2,4,4,0,1,0,0,4,2,0,"2"
ID1265,1,32,14,2,4,4,0,1,1,2,1,2,0,"2"
ID1268,1,24,5,2,4,3,0,1,0,1,4,2,1,"5"
ID1269,1,50,3,1,4,4,1,0,0,0,2,2,1,"3"
ID1270,1,44,9,2,4,3,0,1,0,3,1,2,1,"3"
ID1271,1,46,11,2,4,4,0,1,0,4,4,2,1,"3"
ID1272,1,47,10,2,3,4,0,1,0,2,4,2,0,"2"
ID1273,1,46,10,2,4,4,1,1,0,2,1,2,0,"2"
ID1275,1,59,7,2,4,4,0,1,0,4,1,2,0,"2"
ID1276,1,49,13,2,4,3,1,1,0,4,4,2,0,"2"
ID1278,1,47,13,2,3,3,1,1,0,1,4,2,1,"3"
ID1279,1,37,13,2,3,4,1,1,0,0,4,2,0,"2"
ID1280,1,55,13,2,4,3,1,1,1,0,1,2,1,"4"
ID1284,0,27,10,2,3,4,0,1,0,4,1,2,1,"3"
ID1285,1,53,4,1,4,4,1,0,0,2,4,2,0,"2"
ID1288,1,35,5,2,3,3,0,1,1,0,4,2,1,"3"
ID1289,0,33,8,2,4,3,1,1,0,2,3,2,1,"3"
ID1290,1,25,4,1,3,4,1,1,0,0,4,2,1,"3"
ID1291,0,27,7,2,3,3,0,1,1,1,2,2,1,"0"
ID1299,1,55,8,2,4,2,1,0,1,0,2,0,1,"3"
ID1305,1,46,0,0,4,3,1,1,0,3,2,0,1,"3"
ID1306,1,37,0,0,1,4,1,0,0,4,2,0,1,"3"
ID1307,0,43,8,1,2,4,1,1,0,3,3,2,1,"2"
ID1308,0,37,5,1,4,4,1,1,0,3,3,2,1,"2"
ID1309,0,31,5,0,4,4,0,1,0,3,4,2,1,"2"
ID1310,0,26,1,0,4,4,1,0,0,3,3,1,1,"2"
ID1311,1,41,0,0,3,3,1,0,0,1,2,2,1,"2"
ID1312,1,43,5,2,3,4,1,0,0,3,3,2,1,"2"
ID1314,1,49,0,0,2,3,1,0,0,3,3,2,1,"2"
ID1315,1,48,5,2,2,4,1,1,1,1,3,2,1,"2"
ID1316,1,39,0,0,2,3,1,0,0,1,1,2,1,"2"
ID1317,1,38,10,2,2,4,1,0,0,3,4,2,1,"2"
ID1318,1,32,10,2,2,3,1,0,0,3,2,1,1,"2"
ID1319,1,39,8,2,4,4,1,0,0,2,2,2,1,"2"
ID1321,1,39,0,1,2,3,1,0,1,3,3,2,1,"2"
ID1322,1,28,10,2,2,3,0,0,0,3,3,2,1,"2"
ID1323,1,36,0,2,2,3,0,1,0,1,1,3,1,"2"
ID1324,1,42,2,0,3,4,1,1,0,1,4,1,1,"2"
ID1325,1,29,0,0,4,4,1,1,0,3,1,1,1,"2"
ID1326,1,33,0,0,3,3,1,1,0,1,1,1,1,"2"
ID1327,1,42,2,0,3,3,1,1,0,4,1,1,1,"2"
ID1328,1,19,4,1,2,4,1,1,0,2,4,2,1,"2"
ID1329,1,36,0,0,4,3,1,1,0,3,2,1,1,"2"
ID1330,1,40,0,0,4,3,1,1,0,2,4,3,1,"2"
ID1331,1,40,3,0,3,3,1,1,0,3,2,1,1,"2"
ID1333,0,26,7,2,4,3,1,1,1,0,4,0,0,"2"
ID1336,1,39,0,0,2,3,1,1,1,0,4,0,0,"2"
ID1338,0,26,0,1,1,4,1,1,0,4,2,2,0,"2"
ID1339,1,34,0,0,2,3,1,0,0,3,1,2,0,"2"
ID1340,1,44,5,1,1,4,1,0,0,4,2,2,0,"2"
ID1341,1,40,0,0,1,3,1,0,0,4,2,2,0,"2"
ID1342,1,32,0,0,4,4,1,1,0,4,3,1,0,"2"
ID1343,0,36,10,2,4,4,1,0,0,3,4,2,0,"2"
ID1344,0,29,8,2,4,4,1,1,0,3,3,2,0,"2"
ID1345,0,37,8,2,4,4,1,1,0,3,3,2,0,"2"
ID1346,0,36,0,0,2,4,1,1,0,1,2,1,0,"2"
ID1348,0,42,2,1,4,4,1,0,0,2,2,1,0,"2"
ID1350,1,43,5,0,2,4,0,0,1,3,3,0,0,"2"
ID1353,1,35,5,2,4,4,0,0,0,2,3,2,0,"2"
ID1354,1,38,0,2,4,3,1,0,0,3,3,2,0,"2"
ID1356,1,50,0,0,2,3,1,0,0,3,3,2,0,"2"
ID1357,1,57,0,0,4,4,1,1,0,3,3,2,0,"2"
ID1358,1,31,10,2,2,3,0,0,0,3,1,1,0,"2"
ID1359,1,27,10,2,4,4,1,0,0,2,2,2,0,"2"
ID1360,1,34,0,0,3,4,1,1,0,2,2,2,0,"2"
ID1361,1,29,0,0,3,4,1,1,0,2,2,2,0,"2"
ID1362,1,52,2,1,4,4,1,1,0,2,1,1,0,"2"
ID1363,1,34,3,0,2,3,0,1,0,3,1,2,0,"2"
ID1364,1,24,5,1,4,4,1,1,0,2,2,2,0,"2"
ID1365,1,53,5,2,2,3,1,1,1,4,1,2,0,"2"
ID1369,1,44,0,0,4,4,1,1,0,3,4,1,0,"2"
ID1371,0,53,8,2,3,3,0,0,0,0,4,2,1,"3"
ID1372,1,27,0,1,3,1,1,0,0,2,1,0,1,"2"
ID1375,1,32,0,0,2,2,1,0,0,1,2,3,1,"2"
ID1378,1,51,0,0,2,2,1,0,0,1,2,3,1,"2"
ID1380,1,26,7,2,3,4,1,0,0,4,2,2,0,"2"
ID1381,1,29,14,2,4,4,1,0,0,2,1,2,1,"1"
ID1383,1,38,0,1,4,4,1,1,0,1,3,0,0,"2"
ID1384,1,48,0,0,2,2,1,0,0,0,1,0,1,"2"
ID1385,1,28,10,2,3,2,1,0,0,0,2,0,0,"2"
ID1386,1,38,0,0,2,4,1,0,0,1,2,2,1,"1"
ID1387,1,34,8,2,3,4,0,1,0,3,2,2,0,"2"
ID1390,1,22,10,2,3,2,1,0,0,1,2,1,0,"2"
ID1392,1,28,5,2,4,99,0,1,0,3,3,2,0,"2"
ID1393,1,37,0,0,3,2,1,0,0,1,2,0,1,"2"
ID1394,1,42,0,0,4,2,1,0,0,0,2,2,0,"2"
ID1395,0,22,10,2,3,3,0,1,0,4,4,0,1,"2"
ID1396,1,50,8,2,3,3,1,1,0,3,2,2,0,"2"
ID1398,1,27,5,1,4,2,1,0,0,1,3,3,0,"3"
ID1399,1,37,0,0,3,2,1,0,0,0,4,0,0,"2"
ID1400,1,52,0,0,3,4,1,0,0,2,2,1,0,"2"
ID1401,1,39,5,2,3,1,1,0,0,4,2,0,0,"2"
ID1402,1,38,0,2,3,3,1,0,0,1,1,3,0,"2"
ID1403,0,24,14,2,4,3,1,0,0,4,2,0,0,"2"
ID1406,1,44,5,2,3,3,1,1,0,2,3,1,0,"2"
ID1407,1,51,10,2,2,4,1,1,0,2,2,3,1,"2"
ID1408,1,41,8,2,3,3,1,0,0,2,2,2,1,"2"
ID1409,1,37,10,2,4,2,1,0,0,2,2,0,0,"2"
ID1410,1,22,14,2,4,3,1,1,0,4,3,0,0,"2"
ID1411,1,35,4,1,2,99,0,0,0,3,3,2,0,"2"
ID1412,1,41,0,0,5,2,1,0,0,0,1,0,1,"2"
ID1413,0,41,8,1,3,4,1,0,0,4,4,0,0,"2"
ID1414,1,36,0,0,2,4,1,0,0,2,3,2,1,"1"
ID1416,1,37,0,0,4,3,1,0,0,0,4,1,0,"2"
ID1417,1,33,10,2,3,2,0,0,1,2,1,1,1,"3"
ID1419,1,24,8,2,3,2,1,1,0,1,3,0,1,"2"
ID1420,1,41,8,2,3,3,1,0,0,2,2,1,0,"2"
ID1422,1,37,8,2,4,1,1,0,0,2,1,0,1,"2"
ID1423,1,39,8,2,3,3,1,1,0,2,2,2,1,"2"
ID1424,0,39,2,1,3,3,1,0,0,4,2,2,1,"2"
ID1425,0,35,5,2,3,4,1,1,0,4,4,0,0,"2"
ID1426,1,49,12,2,3,4,1,0,0,4,2,2,1,"2"
ID1427,1,42,0,0,3,2,1,0,0,2,2,0,1,"2"
ID1428,0,37,7,2,3,3,1,0,0,4,4,0,0,"2"
ID1432,1,42,8,2,4,3,1,1,0,2,1,3,0,"1"
ID1433,1,36,0,0,4,4,1,0,0,0,3,0,0,"2"
ID1434,1,29,10,2,2,2,1,0,0,2,3,0,1,"2"
ID1435,1,33,12,2,3,2,1,0,0,2,2,0,0,"2"
ID1436,1,46,4,1,4,3,0,0,0,2,1,2,0,"2"
ID1437,1,42,5,2,3,3,0,0,0,2,2,2,0,"2"
ID1439,1,37,10,2,3,4,0,0,0,4,2,0,1,"2"
ID1440,1,34,12,2,3,3,1,0,0,2,3,2,1,"2"
ID1442,1,49,4,1,3,3,1,1,0,4,2,2,1,"3"
ID1444,1,53,14,2,3,3,1,0,0,2,2,0,1,"2"
ID1445,1,44,8,2,3,4,1,0,0,2,2,2,0,"2"
ID1446,1,43,8,2,3,4,1,0,0,4,4,1,1,"2"
ID1447,1,28,0,0,3,1,1,0,0,0,2,3,0,"2"
ID1448,1,55,8,2,3,3,1,0,0,2,3,2,0,"2"
ID1449,1,32,0,0,3,4,1,0,0,0,4,1,0,"2"
ID1451,0,37,7,2,3,4,1,0,0,4,4,0,1,"2"
ID1454,1,29,0,0,4,2,1,1,0,2,2,0,1,"2"
ID1456,0,35,5,2,3,3,1,0,0,4,2,2,1,"2"
ID1457,1,48,14,2,3,3,1,0,0,4,2,1,0,"2"
ID1461,1,42,0,0,4,1,1,0,0,2,2,0,0,"2"
ID1462,1,27,0,0,3,4,1,0,0,1,2,1,0,"2"
ID1465,1,47,0,0,2,3,1,0,1,0,1,0,1,"3"
ID1466,1,32,5,2,2,3,1,0,1,0,1,0,1,"3"
ID1472,0,30,8,1,4,4,1,1,0,0,4,2,1,"2"
ID1474,1,27,0,0,2,3,1,0,0,4,3,0,1,"3"
ID1475,1,35,0,0,4,4,0,1,0,4,1,0,1,"3"
ID1477,1,37,0,1,4,4,1,0,0,4,1,0,1,"3"
ID1478,1,29,5,2,3,3,1,1,0,4,2,2,1,"2"
ID1481,0,46,5,1,4,3,1,1,0,4,4,3,1,"2"
ID1482,1,39,0,0,4,4,1,1,0,1,1,1,1,"2"
ID1483,1,30,0,0,4,3,1,1,0,3,1,1,1,"2"
ID1484,1,40,0,0,3,3,1,1,0,1,1,1,1,"3"
ID1485,1,57,0,0,2,3,1,0,0,3,3,2,1,"3"
ID1486,1,35,0,0,3,4,1,0,0,2,4,1,1,"2"
ID1488,1,48,0,0,4,3,1,1,0,1,2,2,1,"2"
ID1489,1,26,0,1,1,4,1,0,0,4,4,3,1,"3"
ID1490,1,39,5,1,1,3,1,0,0,3,3,2,1,"3"
ID1491,1,43,0,1,2,4,1,1,0,3,3,2,1,"3"
ID1492,1,46,8,1,1,3,1,0,0,4,3,1,1,"3"
ID1493,1,54,0,1,2,4,1,0,0,3,3,2,1,"3"
ID1494,1,42,3,1,3,3,1,1,1,2,1,0,1,"3"
ID1495,1,35,8,2,3,3,1,0,0,3,4,1,1,"3"
ID1496,1,47,10,2,1,4,0,0,0,2,2,2,1,"2"
ID1497,1,28,8,2,3,3,1,1,0,2,2,2,1,"3"
ID1498,1,26,8,2,3,3,1,1,0,2,2,2,1,"2"
ID1499,1,46,10,2,3,4,1,1,0,2,2,2,1,"2"
ID1500,1,37,5,2,2,4,1,0,0,1,3,2,1,"3"
ID1501,1,29,5,2,3,3,1,1,0,2,2,2,1,"2"
ID1505,1,34,0,0,3,4,1,1,1,2,2,0,0,"2"
ID1506,1,30,0,1,3,3,1,1,1,2,2,0,0,"2"
ID1510,0,28,8,2,3,4,1,0,0,0,4,2,0,"2"
ID1511,1,53,0,0,3,4,1,1,0,0,2,2,0,"2"
ID1512,1,53,0,0,1,3,1,0,0,0,4,1,0,"2"
ID1515,1,50,0,0,1,4,1,1,0,0,2,1,0,"2"
ID1517,1,49,0,0,2,3,1,0,1,4,3,2,0,"2"
ID1518,1,37,0,0,2,3,1,0,0,4,2,2,0,"2"
ID1520,1,52,0,1,1,3,1,0,0,4,1,2,0,"2"
ID1521,0,30,8,2,4,3,1,0,0,4,4,2,0,"2"
ID1522,1,41,0,0,4,4,1,1,0,1,2,1,0,"2"
ID1524,1,48,0,0,1,4,1,1,0,1,1,2,0,"2"
ID1525,1,28,0,0,2,4,1,0,0,3,3,2,0,"1"
ID1526,1,56,0,0,2,4,1,1,0,3,3,1,0,"2"
ID1527,1,37,1,0,3,4,0,1,1,3,3,1,0,"2"
ID1528,1,41,0,1,2,4,1,0,0,1,2,2,0,"2"
ID1529,1,38,2,1,4,4,1,1,0,2,2,2,0,"2"
ID1530,1,35,10,2,1,4,0,0,0,3,3,2,0,"2"
ID1531,1,35,5,2,3,3,1,1,0,2,2,2,0,"2"
ID1532,1,41,10,2,3,4,1,0,0,1,3,3,0,"2"
ID1533,1,35,12,2,1,4,1,0,0,1,1,0,0,"2"
ID1534,1,39,5,2,2,3,1,0,0,3,3,2,0,"2"
ID1535,1,43,10,2,2,3,1,0,0,2,2,0,0,"2"
ID1536,1,30,8,2,4,4,1,1,0,1,1,0,0,"2"
ID1544,1,30,10,2,4,2,1,1,1,2,4,2,0,"2"
ID1545,1,22,5,2,3,4,1,1,0,3,4,2,0,"2"
ID1546,1,38,5,1,3,2,1,1,0,2,2,0,1,"2"
ID1547,1,25,4,2,2,4,0,1,1,1,3,2,0,"2"
ID1548,1,40,0,0,3,3,1,1,0,2,3,1,1,"2"
ID1549,1,37,0,0,3,3,1,0,0,1,1,2,1,"2"
ID1550,1,50,5,1,3,2,1,0,0,2,4,2,1,"2"
ID1551,1,35,5,2,2,3,0,0,0,1,3,3,0,"2"
ID1552,1,42,0,1,2,3,1,0,0,3,3,2,1,"2"
ID1553,1,28,8,2,3,2,1,0,0,2,3,2,0,"2"
ID1555,1,57,0,1,1,4,1,0,1,2,1,2,1,"3"
ID1556,1,46,9,2,1,3,1,0,0,2,4,0,0,"2"
ID1557,1,33,0,0,2,3,1,1,0,4,3,0,1,"2"
ID1558,1,51,0,1,3,3,1,0,0,0,2,1,0,"2"
ID1559,1,24,5,1,4,2,1,0,0,1,2,2,1,"2"
ID1560,1,42,5,2,3,3,1,0,0,1,1,0,1,"2"
ID1561,1,42,0,0,2,3,1,0,1,3,3,2,0,"2"
ID1562,1,49,0,0,2,99,1,0,0,4,4,0,0,"2"
ID1564,1,48,0,0,1,3,1,0,0,4,4,0,1,"2"
ID1565,1,37,0,0,2,3,1,0,1,1,3,2,1,"3"
ID1566,1,30,0,1,1,3,1,0,0,3,1,1,1,"2"
ID1567,1,31,5,1,2,2,1,0,0,3,1,1,0,"2"
ID1569,1,27,8,2,3,3,1,1,0,0,2,2,1,"2"
ID1570,1,41,0,0,4,4,1,1,1,0,2,0,1,"3"
ID1571,1,28,10,2,3,3,1,1,1,1,1,0,0,"2"
ID1572,1,55,0,0,3,3,1,1,0,1,1,1,1,"2"
ID1573,1,41,0,0,2,3,1,1,1,0,1,0,1,"2"
ID1574,1,44,5,1,3,3,1,1,0,2,2,2,1,"2"
ID1575,1,29,5,1,3,2,1,0,0,2,3,0,1,"2"
ID1576,1,24,5,2,3,3,1,1,0,2,3,0,1,"2"
ID1577,1,27,8,1,3,3,1,0,1,2,2,1,1,"3"
ID1578,1,41,4,1,4,3,1,1,0,3,2,0,0,"2"
ID1579,1,35,0,0,3,3,1,1,0,0,3,1,0,"3"
ID1580,1,27,10,2,3,3,1,1,0,4,2,0,0,"2"
ID1581,1,47,0,0,3,1,1,1,0,0,4,0,1,"2"
ID1582,1,41,10,2,3,3,1,1,0,2,2,2,1,"2"
ID1583,1,46,0,0,4,1,1,1,0,1,2,0,1,"2"
ID1584,1,52,0,0,2,3,1,0,1,3,3,2,0,"3"
ID1585,1,45,8,2,3,3,1,0,0,1,1,0,0,"2"
ID1586,1,40,8,2,3,3,1,1,0,2,2,2,1,"2"
ID1587,1,51,5,2,3,4,1,1,0,3,4,2,1,"3"
ID1588,1,28,5,1,3,4,1,1,0,2,2,2,1,"2"
ID1589,1,52,0,0,3,3,0,0,0,1,3,2,1,"2"
ID1590,1,52,0,0,3,4,1,0,1,2,1,1,1,"3"
ID1591,1,51,5,1,5,3,0,1,1,1,1,2,0,"2"
ID1592,1,45,0,0,3,3,1,1,0,3,2,0,0,"2"
ID1593,1,37,5,1,2,3,0,0,1,2,3,3,0,"1"
ID1594,1,56,0,0,3,2,1,1,0,0,3,1,0,"2"
ID1595,1,41,10,2,2,3,0,0,1,3,3,2,1,"3"
ID1596,1,25,0,0,3,3,1,1,0,2,2,2,0,"2"
ID1599,1,38,5,1,2,99,1,0,0,1,1,2,0,"2"
ID1600,1,50,0,1,2,3,1,0,1,3,3,2,0,"2"
ID1601,1,31,5,1,4,3,1,1,0,2,1,0,0,"2"
ID1602,1,31,6,2,3,3,1,0,1,2,3,2,1,"3"
ID1603,1,32,0,0,3,1,1,0,0,0,1,0,0,"2"
ID1605,1,43,0,0,3,3,1,1,0,2,3,1,0,"2"
ID1606,1,36,2,1,3,3,1,1,0,3,3,1,0,"2"
ID1607,1,32,8,2,3,3,1,0,0,2,1,0,0,"2"
ID1609,1,31,0,0,3,3,1,0,0,2,4,0,1,"2"
ID1611,1,29,5,1,3,2,1,1,0,2,3,0,1,"2"
ID1612,1,36,5,2,3,3,1,1,0,2,1,2,1,"2"
ID1613,1,42,0,0,3,3,0,1,0,2,2,1,1,"2"
ID1614,1,22,1,2,3,3,1,1,0,2,1,0,1,"2"
ID1615,1,35,10,2,2,2,1,1,0,2,3,2,0,"2"
ID1616,1,36,0,0,1,3,1,0,0,1,1,2,1,"2"
ID1617,1,37,0,0,4,2,1,1,1,0,3,3,1,"3"
ID1618,1,52,0,0,2,2,1,0,0,0,2,2,1,"2"
ID1619,1,34,5,1,3,3,1,0,0,1,3,2,1,"2"
ID1620,1,44,10,2,2,4,1,1,0,2,2,0,0,"2"
ID1621,1,37,3,1,3,3,1,0,0,1,1,2,0,"2"
ID1622,1,53,0,0,4,3,1,1,0,0,1,0,1,"3"
ID1625,1,29,4,1,4,3,1,1,0,2,3,2,0,"2"
ID1626,1,28,10,2,1,3,1,0,0,1,1,2,1,"2"
ID1627,1,41,0,0,4,2,1,1,0,0,4,2,1,"2"
ID1628,1,29,0,0,3,3,1,0,0,1,4,0,0,"2"
ID1630,1,44,0,0,3,3,1,1,0,2,2,1,0,"2"
ID1631,1,24,2,0,3,3,1,1,0,3,2,0,0,"2"
ID1632,1,33,5,2,3,3,1,1,0,2,2,2,0,"2"
ID1633,1,31,0,1,2,3,1,1,0,0,2,2,1,"2"
ID1634,1,57,8,2,3,3,1,1,0,3,3,2,0,"2"
ID1636,1,37,5,2,3,3,1,0,0,1,2,0,0,"2"
ID1637,1,29,0,0,3,3,1,1,0,0,2,2,0,"2"
ID1638,1,49,5,1,3,2,1,0,0,2,4,2,0,"2"
ID1639,1,27,0,0,3,2,1,1,0,1,1,3,1,"2"
ID1641,1,40,10,2,1,3,1,0,0,1,2,2,1,"2"
ID1642,1,38,5,2,3,3,1,0,0,2,4,2,0,"2"
ID1643,1,35,0,1,1,3,1,0,0,2,1,2,0,"2"
ID1644,1,59,5,2,3,2,0,1,0,2,1,1,0,"2"
ID1645,1,42,10,2,3,4,1,1,0,0,4,2,0,"2"
ID1646,1,41,5,1,4,3,1,0,1,2,2,0,0,"2"
ID1647,1,32,10,2,3,4,1,1,0,1,3,1,0,"2"
ID1649,1,37,0,0,3,3,1,1,0,0,4,2,1,"3"
ID1650,1,37,0,1,4,4,1,0,0,2,3,2,1,"2"
ID1651,1,39,5,2,2,3,1,1,0,2,3,2,0,"2"
ID1653,1,27,12,2,3,3,1,1,0,2,2,2,0,"2"
ID1654,1,37,12,2,3,3,1,1,1,3,4,2,1,"3"
ID1655,1,37,5,1,3,3,1,1,0,1,1,3,0,"2"
